sample_id,customerID,num_sample,test_name,receive_date,analysis_date,report_date,result
2912,27,71,Listeria Spp,2024-03-12,2024-03-13,2024-03-16,Negative
2913,29,36,Staph,2024-02-09,2024-03-13,2024-03-14,<1
2914,62,60,E.Coli Count,2024-03-08,2024-03-17,2024-03-17,6880
2915,3,35,Yeast,2024-01-18,2024-02-17,2024-03-02,<1
2916,99,56,E.Coli Count,2024-02-04,2024-02-14,2024-02-15,<1
2917,97,46,Enterobateria,2024-01-26,2024-02-20,2024-02-27,<1
2918,47,61,Ochratoxin,2024-01-01,2024-03-17,2024-03-17,<1
2919,26,58,Aerobic Place Count,2024-01-02,2024-01-12,2024-01-25,<1
2920,99,75,Listeria Spp,2024-02-22,2024-02-26,2024-02-28,Negative
2921,89,31,Mold,2024-01-08,2024-01-18,2024-01-25,<1
2922,75,82,Yeast,2024-01-09,2024-03-07,2024-03-12,<1
2923,18,92,Total Coliform,2024-01-10,2024-02-13,2024-02-15,8629
2924,41,17,Mold,2024-02-28,2024-03-01,2024-03-13,<1
2925,8,92,Yeast,2024-01-17,2024-02-18,2024-03-15,4911
2926,13,6,Yeast,2024-01-02,2024-03-01,2024-03-06,<1
2927,93,10,E.Coli Count,2024-02-27,2024-03-14,2024-03-17,<1
2928,6,82,Aflatoxin,2024-02-27,2024-03-06,2024-03-15,<1
2929,8,35,Ochratoxin,2024-03-01,2024-03-03,2024-03-04,<1
2930,36,43,Yeast,2024-01-04,2024-01-13,2024-03-16,<1
2931,11,66,Mold,2024-02-01,2024-02-08,2024-03-14,<1
2932,64,76,Ochratoxin,2024-02-27,2024-03-14,2024-03-17,7764
2933,81,18,Yeast,2024-03-14,2024-03-14,2024-03-16,<1
2934,68,73,E.Coli Count,2024-02-24,2024-03-10,2024-03-14,<1
2935,99,39,E.Coli Count,2024-02-27,2024-03-02,2024-03-03,<1
2936,3,51,E.Coli Count,2024-02-02,2024-03-01,2024-03-14,<1
2937,16,27,Salmonella,2024-01-31,2024-03-11,2024-03-12,Negative
2938,1,76,Listeria Spp,2024-02-13,2024-02-13,2024-02-21,Negative
2939,45,77,Enterobateria,2024-02-11,2024-02-22,2024-02-22,7585
2940,90,12,Listeria Spp,2024-03-01,2024-03-08,2024-03-12,Negative
2941,70,34,EO157,2024-02-21,2024-02-26,2024-03-16,Positive
2942,95,65,E.Coli Count,2024-02-15,2024-03-09,2024-03-17,9034
2943,88,31,Salmonella,2024-03-15,2024-03-17,2024-03-17,Negative
2944,59,67,Listeria Mono,2024-02-16,2024-03-04,2024-03-11,Negative
2945,6,50,E.Coli Count,2024-01-10,2024-03-01,2024-03-10,<1
2946,65,22,E.Coli Count,2024-01-06,2024-02-29,2024-03-01,9283
2947,97,65,Aflatoxin,2024-01-05,2024-02-07,2024-03-09,4518
2948,97,64,EO157,2024-01-15,2024-02-23,2024-03-10,Negative
2949,98,64,Listeria Mono,2024-03-03,2024-03-15,2024-03-17,Negative
2950,68,34,Total Coliform,2024-01-16,2024-01-19,2024-02-27,<1
2951,76,34,Total Coliform,2024-02-04,2024-02-20,2024-03-12,<1
2952,14,29,Aerobic Place Count,2024-03-03,2024-03-11,2024-03-14,<1
2953,61,79,E.Coli Count,2024-03-09,2024-03-14,2024-03-14,<1
2954,100,77,Ochratoxin,2024-03-15,2024-03-17,2024-03-17,<1
2955,8,40,Listeria Mono,2024-02-03,2024-02-08,2024-02-25,Negative
2956,59,33,E.Coli Count,2024-01-03,2024-02-02,2024-03-12,<1
2957,46,14,EO157,2024-01-18,2024-02-01,2024-03-06,Negative
2958,2,64,Mold,2024-01-16,2024-03-15,2024-03-17,<1
2959,94,52,Listeria Mono,2024-01-07,2024-03-09,2024-03-16,Negative
2960,67,62,Listeria Spp,2024-02-06,2024-02-29,2024-03-01,Positive
2961,89,30,Listeria Spp,2024-01-31,2024-03-17,2024-03-17,Negative
2962,47,23,EO157,2024-03-16,2024-03-16,2024-03-16,Negative
2963,8,53,Staph,2024-02-16,2024-03-08,2024-03-11,<1
2964,85,20,Yeast,2024-02-02,2024-02-23,2024-03-15,<1
2965,18,19,Listeria Mono,2024-01-14,2024-01-26,2024-02-04,Negative
2966,33,59,Total Coliform,2024-02-03,2024-02-24,2024-03-11,<1
2967,1,19,Listeria Spp,2024-01-17,2024-02-08,2024-02-13,Negative
2968,49,57,Listeria Mono,2024-03-07,2024-03-11,2024-03-16,Positive
2969,65,36,E.Coli Count,2024-02-11,2024-02-25,2024-03-03,<1
2970,17,48,Staph,2024-03-17,2024-03-17,2024-03-17,<1
2971,91,64,Listeria Mono,2024-03-16,2024-03-16,2024-03-17,Negative
2972,27,52,Yeast,2024-01-29,2024-03-16,2024-03-16,<1
2973,55,11,EO157,2024-03-05,2024-03-07,2024-03-07,Negative
2974,88,15,Listeria Mono,2024-01-23,2024-02-13,2024-03-12,Negative
2975,19,82,Staph,2024-02-06,2024-03-03,2024-03-07,<1
2976,4,76,Salmonella,2024-03-08,2024-03-09,2024-03-16,Negative
2977,35,40,Mold,2024-02-13,2024-02-26,2024-03-09,<1
2978,100,61,Enterobateria,2024-02-05,2024-02-22,2024-03-17,<1
2979,1,4,Salmonella,2024-01-22,2024-03-01,2024-03-10,Negative
2980,54,82,Listeria Spp,2024-02-28,2024-03-03,2024-03-17,Positive
2981,20,93,Listeria Spp,2024-02-19,2024-03-09,2024-03-12,Negative
2982,86,50,Aflatoxin,2024-02-17,2024-03-09,2024-03-16,<1
2983,55,71,Listeria Mono,2024-01-17,2024-02-22,2024-03-01,Negative
2984,47,13,Mold,2024-01-10,2024-01-22,2024-02-13,<1
2985,9,36,Yeast,2024-02-28,2024-02-29,2024-03-02,4960
2986,18,12,Yeast,2024-01-26,2024-02-13,2024-03-10,<1
2987,92,49,Enterobateria,2024-01-24,2024-02-12,2024-03-11,<1
2988,99,90,Enterobateria,2024-03-05,2024-03-12,2024-03-17,<1
2989,23,8,Staph,2024-03-09,2024-03-10,2024-03-15,<1
2990,50,4,Mold,2024-02-01,2024-02-08,2024-02-23,8201
2991,92,17,Total Coliform,2024-02-29,2024-03-05,2024-03-14,9643
2992,94,11,Staph,2024-03-02,2024-03-13,2024-03-17,<1
2993,76,58,Yeast,2024-01-30,2024-03-06,2024-03-15,<1
2994,96,20,Enterobateria,2024-03-12,2024-03-17,2024-03-17,<1
2995,70,32,Listeria Mono,2024-02-28,2024-03-15,2024-03-16,Negative
2996,77,15,Mold,2024-01-07,2024-01-30,2024-03-12,<1
2997,37,28,Salmonella,2024-02-20,2024-02-26,2024-03-02,Negative
2998,20,80,Staph,2024-02-28,2024-03-12,2024-03-15,<1
2999,3,56,Mold,2024-01-19,2024-02-01,2024-02-19,<1
3000,13,10,E.Coli Count,2024-01-18,2024-02-01,2024-03-10,6117
3001,8,36,Yeast,2024-03-15,2024-03-17,2024-03-17,6903
3002,55,50,Staph,2024-02-02,2024-03-11,2024-03-12,9400
3003,1,9,Enterobateria,2024-02-09,2024-02-18,2024-03-10,<1
3004,41,57,Aerobic Place Count,2024-02-08,2024-02-14,2024-03-12,<1
3005,18,100,Salmonella,2024-02-26,2024-03-03,2024-03-13,Negative
3006,45,100,Aflatoxin,2024-01-07,2024-01-08,2024-01-11,<1
3007,19,74,Yeast,2024-01-20,2024-02-06,2024-02-19,<1
3008,20,43,Staph,2024-01-01,2024-01-01,2024-02-24,<1
3009,40,31,Listeria Mono,2024-03-13,2024-03-13,2024-03-16,Negative
3010,42,67,Listeria Mono,2024-02-24,2024-03-10,2024-03-13,Negative
3011,5,48,Salmonella,2024-01-30,2024-02-16,2024-03-02,Negative
3012,90,88,Ochratoxin,2024-02-29,2024-03-08,2024-03-17,4037
3013,33,12,Total Coliform,2024-02-20,2024-03-08,2024-03-17,<1
3014,11,93,EO157,2024-01-14,2024-03-12,2024-03-17,Negative
3015,90,56,Aflatoxin,2024-02-14,2024-02-27,2024-03-06,<1
3016,52,38,Total Coliform,2024-01-26,2024-02-25,2024-03-17,<1
3017,87,98,Enterobateria,2024-01-02,2024-02-06,2024-02-15,<1
3018,64,91,Salmonella,2024-01-25,2024-02-08,2024-02-14,Negative
3019,41,61,Salmonella,2024-02-23,2024-03-10,2024-03-15,Negative
3020,85,77,Yeast,2024-02-05,2024-02-24,2024-03-09,<1
3021,75,95,Staph,2024-02-25,2024-03-01,2024-03-12,<1
3022,27,92,Aflatoxin,2024-01-01,2024-02-01,2024-02-23,<1
3023,87,19,Aflatoxin,2024-02-17,2024-02-20,2024-03-13,5159
3024,89,92,Ochratoxin,2024-01-21,2024-02-09,2024-03-01,<1
3025,86,7,Aerobic Place Count,2024-01-07,2024-03-16,2024-03-16,<1
3026,71,91,Staph,2024-01-28,2024-02-22,2024-03-17,<1
3027,69,15,Listeria Mono,2024-01-12,2024-03-07,2024-03-16,Negative
3028,27,26,Aflatoxin,2024-01-28,2024-02-03,2024-03-01,<1
3029,20,2,E.Coli Count,2024-03-16,2024-03-17,2024-03-17,<1
3030,14,44,Aflatoxin,2024-03-11,2024-03-13,2024-03-17,<1
3031,26,26,Total Coliform,2024-01-09,2024-01-13,2024-01-22,<1
3032,44,39,Enterobateria,2024-03-01,2024-03-13,2024-03-16,<1
3033,80,42,EO157,2024-01-15,2024-03-13,2024-03-15,Negative
3034,20,1,Aerobic Place Count,2024-02-18,2024-02-25,2024-03-14,<1
3035,81,43,Mold,2024-03-16,2024-03-16,2024-03-16,<1
3036,27,46,Mold,2024-02-15,2024-02-23,2024-03-09,<1
3037,4,31,Ochratoxin,2024-02-07,2024-02-10,2024-02-27,<1
3038,51,52,Salmonella,2024-02-29,2024-03-05,2024-03-13,Negative
3039,9,40,Mold,2024-01-18,2024-03-16,2024-03-17,3983
3040,7,39,Salmonella,2024-02-29,2024-03-14,2024-03-16,Negative
3041,99,40,Mold,2024-03-13,2024-03-15,2024-03-15,<1
3042,9,50,E.Coli Count,2024-01-11,2024-01-12,2024-02-03,<1
3043,29,100,Yeast,2024-01-25,2024-02-02,2024-02-19,<1
3044,60,44,Total Coliform,2024-01-03,2024-01-19,2024-03-05,<1
3045,33,6,Mold,2024-02-19,2024-02-25,2024-02-27,<1
3046,53,2,Listeria Spp,2024-02-18,2024-02-29,2024-03-11,Negative
3047,23,42,Total Coliform,2024-01-08,2024-03-06,2024-03-11,7009
3048,5,83,Salmonella,2024-02-23,2024-03-11,2024-03-13,Negative
3049,10,23,Enterobateria,2024-02-23,2024-03-08,2024-03-10,<1
3050,43,8,Aflatoxin,2024-01-20,2024-03-17,2024-03-17,66
3051,88,54,Mold,2024-03-16,2024-03-16,2024-03-16,<1
3052,20,26,Listeria Mono,2024-02-27,2024-03-11,2024-03-14,Negative
3053,44,87,Aerobic Place Count,2024-02-09,2024-02-13,2024-02-28,<1
3054,11,29,E.Coli Count,2024-03-06,2024-03-11,2024-03-16,<1
3055,35,38,Mold,2024-01-11,2024-03-12,2024-03-14,<1
3056,55,79,Enterobateria,2024-03-08,2024-03-15,2024-03-15,<1
3057,72,74,Mold,2024-03-02,2024-03-16,2024-03-17,<1
3058,32,84,Staph,2024-01-18,2024-03-16,2024-03-17,<1
3059,69,29,EO157,2024-01-29,2024-02-08,2024-03-01,Negative
3060,41,72,EO157,2024-01-15,2024-02-29,2024-03-06,Positive
3061,68,52,Ochratoxin,2024-01-15,2024-03-06,2024-03-10,<1
3062,11,93,Ochratoxin,2024-02-11,2024-03-03,2024-03-17,<1
3063,40,47,Total Coliform,2024-03-13,2024-03-17,2024-03-17,<1
3064,100,67,Mold,2024-03-05,2024-03-08,2024-03-12,<1
3065,21,56,E.Coli Count,2024-01-28,2024-02-28,2024-03-13,<1
3066,36,74,Total Coliform,2024-01-08,2024-02-04,2024-03-09,<1
3067,8,69,Total Coliform,2024-02-29,2024-03-14,2024-03-14,6234
3068,56,79,Salmonella,2024-01-27,2024-02-11,2024-02-17,Negative
3069,5,10,Salmonella,2024-03-06,2024-03-06,2024-03-09,Positive
3070,66,30,Yeast,2024-02-01,2024-02-10,2024-03-13,<1
3071,46,98,Salmonella,2024-01-05,2024-02-21,2024-02-27,Negative
3072,89,48,Aerobic Place Count,2024-01-30,2024-02-24,2024-03-04,<1
3073,56,44,Salmonella,2024-02-25,2024-03-17,2024-03-17,Negative
3074,94,7,Salmonella,2024-03-04,2024-03-15,2024-03-15,Negative
3075,91,15,E.Coli Count,2024-01-06,2024-03-14,2024-03-16,<1
3076,16,11,EO157,2024-01-03,2024-01-23,2024-02-04,Negative
3077,15,58,Aflatoxin,2024-01-29,2024-02-09,2024-03-05,<1
3078,76,84,Total Coliform,2024-01-09,2024-02-14,2024-03-17,<1
3079,30,44,Yeast,2024-01-04,2024-02-02,2024-02-21,<1
3080,80,64,Total Coliform,2024-03-12,2024-03-15,2024-03-15,<1
3081,41,58,E.Coli Count,2024-02-15,2024-03-14,2024-03-17,<1
3082,20,98,Total Coliform,2024-02-03,2024-02-10,2024-02-16,<1
3083,3,60,Mold,2024-03-03,2024-03-11,2024-03-13,<1
3084,27,11,Total Coliform,2024-02-13,2024-02-26,2024-03-14,<1
3085,45,2,Salmonella,2024-01-15,2024-01-30,2024-02-05,Negative
3086,23,81,Ochratoxin,2024-02-16,2024-03-15,2024-03-15,<1
3087,4,68,Aerobic Place Count,2024-03-08,2024-03-10,2024-03-14,<1
3088,33,66,Aerobic Place Count,2024-03-13,2024-03-13,2024-03-14,<1
3089,9,65,Staph,2024-01-22,2024-02-16,2024-03-14,2960
3090,29,34,Mold,2024-02-21,2024-02-23,2024-02-25,<1
3091,28,16,Salmonella,2024-01-02,2024-02-02,2024-03-15,Negative
3092,24,64,EO157,2024-01-07,2024-03-07,2024-03-17,Negative
3093,51,30,Listeria Spp,2024-02-27,2024-03-12,2024-03-15,Negative
3094,3,70,Listeria Mono,2024-01-23,2024-02-22,2024-03-07,Negative
3095,34,9,Staph,2024-02-09,2024-02-12,2024-03-04,9176
3096,60,98,Yeast,2024-01-01,2024-01-24,2024-02-09,<1
3097,38,94,Listeria Spp,2024-01-21,2024-02-14,2024-02-22,Negative
3098,58,27,EO157,2024-02-04,2024-03-07,2024-03-17,Negative
3099,35,96,Mold,2024-01-07,2024-02-09,2024-02-12,<1
3100,73,47,EO157,2024-01-07,2024-02-06,2024-03-06,Negative
3101,78,63,Yeast,2024-02-01,2024-02-17,2024-03-03,<1
3102,54,79,Enterobateria,2024-01-16,2024-01-20,2024-03-04,<1
3103,22,19,Salmonella,2024-01-17,2024-03-16,2024-03-16,Negative
3104,76,36,Salmonella,2024-02-05,2024-03-04,2024-03-11,Negative
3105,33,99,EO157,2024-01-15,2024-01-17,2024-01-24,Negative
3106,9,62,Yeast,2024-03-07,2024-03-16,2024-03-16,<1
3107,98,69,Mold,2024-02-24,2024-03-09,2024-03-09,<1
3108,99,42,Aflatoxin,2024-01-20,2024-02-16,2024-03-13,<1
3109,26,90,Total Coliform,2024-02-28,2024-03-05,2024-03-09,<1
3110,81,30,Listeria Spp,2024-01-14,2024-01-23,2024-02-11,Negative
3111,27,11,Staph,2024-01-20,2024-03-14,2024-03-16,<1
3112,15,66,Ochratoxin,2024-02-17,2024-03-07,2024-03-14,<1
3113,54,73,Enterobateria,2024-02-12,2024-03-02,2024-03-12,5120
3114,37,52,Aerobic Place Count,2024-01-17,2024-02-20,2024-03-17,<1
3115,82,72,E.Coli Count,2024-02-21,2024-03-13,2024-03-16,7673
3116,40,28,Aerobic Place Count,2024-02-28,2024-03-09,2024-03-13,<1
3117,87,77,Aflatoxin,2024-01-18,2024-02-27,2024-02-29,<1
3118,78,87,Salmonella,2024-03-04,2024-03-15,2024-03-16,Negative
3119,11,3,Listeria Spp,2024-02-18,2024-03-16,2024-03-17,Negative
3120,98,41,Aflatoxin,2024-01-16,2024-02-16,2024-02-19,<1
3121,46,1,Listeria Mono,2024-02-19,2024-03-04,2024-03-13,Negative
3122,30,32,Yeast,2024-02-09,2024-02-29,2024-03-13,5243
3123,92,61,Mold,2024-03-17,2024-03-17,2024-03-17,<1
3124,82,9,Listeria Mono,2024-01-13,2024-02-15,2024-03-06,Negative
3125,17,77,Aerobic Place Count,2024-01-18,2024-02-21,2024-03-16,<1
3126,38,80,Yeast,2024-02-25,2024-03-17,2024-03-17,<1
3127,45,16,Yeast,2024-03-15,2024-03-15,2024-03-15,<1
3128,29,68,Salmonella,2024-01-11,2024-02-08,2024-02-10,Negative
3129,32,77,EO157,2024-03-12,2024-03-13,2024-03-14,Negative
3130,70,29,Yeast,2024-02-28,2024-03-15,2024-03-17,<1
3131,55,32,Enterobateria,2024-01-27,2024-01-31,2024-03-17,<1
3132,41,68,Enterobateria,2024-02-02,2024-03-08,2024-03-14,<1
3133,42,8,EO157,2024-01-11,2024-02-10,2024-03-02,Negative
3134,15,13,Enterobateria,2024-02-27,2024-03-14,2024-03-16,1333
3135,62,23,Listeria Mono,2024-02-08,2024-02-29,2024-03-14,Negative
3136,67,73,EO157,2024-01-10,2024-02-23,2024-03-13,Negative
3137,46,100,Mold,2024-02-06,2024-02-08,2024-02-21,<1
3138,74,96,EO157,2024-01-21,2024-03-17,2024-03-17,Negative
3139,8,66,Total Coliform,2024-03-02,2024-03-11,2024-03-16,<1
3140,29,96,Listeria Mono,2024-01-14,2024-03-11,2024-03-15,Negative
3141,48,3,Yeast,2024-01-03,2024-03-14,2024-03-17,<1
3142,54,54,EO157,2024-03-10,2024-03-11,2024-03-11,Negative
3143,1,32,Ochratoxin,2024-03-16,2024-03-16,2024-03-16,<1
3144,65,96,Total Coliform,2024-03-10,2024-03-16,2024-03-16,<1
3145,36,18,Listeria Spp,2024-01-14,2024-02-16,2024-02-18,Negative
3146,67,41,Ochratoxin,2024-03-02,2024-03-06,2024-03-07,1849
3147,22,17,E.Coli Count,2024-01-06,2024-01-20,2024-03-02,<1
3148,63,71,Aflatoxin,2024-02-24,2024-03-07,2024-03-12,<1
3149,62,67,Enterobateria,2024-01-03,2024-02-05,2024-03-05,<1
3150,89,14,Total Coliform,2024-03-14,2024-03-14,2024-03-17,<1
3151,48,83,Staph,2024-01-17,2024-02-13,2024-02-27,<1
3152,14,67,Salmonella,2024-02-01,2024-02-17,2024-02-23,Negative
3153,54,43,Listeria Mono,2024-03-15,2024-03-17,2024-03-17,Negative
3154,33,14,Yeast,2024-01-20,2024-02-27,2024-03-13,<1
3155,5,38,Aerobic Place Count,2024-02-13,2024-02-18,2024-02-27,<1
3156,87,53,Enterobateria,2024-02-05,2024-03-11,2024-03-13,2284
3157,97,51,E.Coli Count,2024-03-10,2024-03-15,2024-03-15,<1
3158,37,8,Ochratoxin,2024-03-07,2024-03-07,2024-03-12,<1
3159,11,66,E.Coli Count,2024-01-05,2024-01-08,2024-02-21,<1
3160,9,80,Aerobic Place Count,2024-02-25,2024-03-14,2024-03-17,<1
3161,7,6,Mold,2024-02-13,2024-03-11,2024-03-11,<1
3162,8,34,Aerobic Place Count,2024-03-09,2024-03-11,2024-03-13,<1
3163,75,84,Aerobic Place Count,2024-03-17,2024-03-17,2024-03-17,<1
3164,94,38,Mold,2024-02-16,2024-02-25,2024-03-07,5654
3165,99,17,Aflatoxin,2024-01-31,2024-02-08,2024-02-19,<1
3166,28,42,Salmonella,2024-03-02,2024-03-11,2024-03-15,Positive
3167,57,38,Listeria Spp,2024-03-02,2024-03-17,2024-03-17,Negative
3168,27,5,Ochratoxin,2024-02-05,2024-02-17,2024-02-27,<1
3169,54,25,Enterobateria,2024-03-13,2024-03-13,2024-03-17,<1
3170,95,39,Ochratoxin,2024-02-04,2024-02-04,2024-03-11,<1
3171,97,26,Total Coliform,2024-01-26,2024-03-03,2024-03-15,<1
3172,82,96,Listeria Spp,2024-01-15,2024-02-16,2024-03-11,Negative
3173,36,52,Mold,2024-01-03,2024-03-07,2024-03-16,899
3174,15,32,Listeria Spp,2024-01-03,2024-02-26,2024-03-03,Negative
3175,15,41,Total Coliform,2024-02-10,2024-03-15,2024-03-16,<1
3176,30,85,EO157,2024-01-02,2024-03-15,2024-03-15,Negative
3177,100,17,Aerobic Place Count,2024-02-18,2024-03-01,2024-03-04,<1
3178,60,70,Listeria Mono,2024-01-12,2024-02-23,2024-03-06,Negative
3179,41,79,Staph,2024-02-29,2024-03-09,2024-03-11,<1
3180,73,84,E.Coli Count,2024-03-08,2024-03-08,2024-03-11,<1
3181,6,93,Enterobateria,2024-02-11,2024-03-15,2024-03-15,<1
3182,61,14,Staph,2024-02-02,2024-03-15,2024-03-16,<1
3183,55,91,Listeria Spp,2024-01-01,2024-02-06,2024-03-17,Positive
3184,91,94,Total Coliform,2024-03-16,2024-03-17,2024-03-17,<1
3185,100,85,Listeria Mono,2024-02-23,2024-02-24,2024-02-26,Negative
3186,80,44,Total Coliform,2024-03-13,2024-03-16,2024-03-17,<1
3187,66,43,Yeast,2024-01-30,2024-03-10,2024-03-12,<1
3188,41,69,E.Coli Count,2024-01-19,2024-02-25,2024-03-03,<1
3189,15,68,Aerobic Place Count,2024-01-08,2024-03-14,2024-03-16,<1
3190,35,67,Salmonella,2024-02-27,2024-03-03,2024-03-04,Negative
3191,38,21,Total Coliform,2024-01-22,2024-02-27,2024-03-04,<1
3192,26,12,E.Coli Count,2024-01-26,2024-02-12,2024-02-29,<1
3193,6,48,EO157,2024-01-18,2024-02-23,2024-03-09,Negative
3194,77,23,Enterobateria,2024-02-25,2024-03-14,2024-03-16,<1
3195,49,4,EO157,2024-01-03,2024-02-25,2024-03-04,Negative
3196,13,20,Aflatoxin,2024-03-17,2024-03-17,2024-03-17,<1
3197,21,22,E.Coli Count,2024-01-05,2024-02-20,2024-03-09,<1
3198,22,95,EO157,2024-01-06,2024-03-14,2024-03-15,Negative
3199,58,34,Enterobateria,2024-01-27,2024-03-07,2024-03-12,<1
3200,64,58,Listeria Mono,2024-02-12,2024-03-09,2024-03-09,Negative
3201,82,37,Aflatoxin,2024-02-16,2024-03-03,2024-03-12,<1
3202,93,27,Aflatoxin,2024-02-16,2024-02-20,2024-03-08,<1
3203,97,37,EO157,2024-01-15,2024-03-17,2024-03-17,Negative
3204,49,37,Aerobic Place Count,2024-02-19,2024-03-11,2024-03-16,<1
3205,35,67,Total Coliform,2024-01-15,2024-02-16,2024-03-07,<1
3206,65,78,Total Coliform,2024-03-15,2024-03-17,2024-03-17,<1
3207,9,6,Yeast,2024-02-02,2024-02-26,2024-03-05,4784
3208,68,34,EO157,2024-02-15,2024-03-10,2024-03-12,Negative
3209,47,59,Mold,2024-03-05,2024-03-15,2024-03-17,<1
3210,30,98,Aerobic Place Count,2024-01-29,2024-03-05,2024-03-11,<1
3211,65,94,Total Coliform,2024-02-22,2024-03-04,2024-03-11,<1
3212,28,18,Ochratoxin,2024-02-23,2024-03-04,2024-03-07,<1
3213,23,36,Salmonella,2024-02-01,2024-02-08,2024-02-22,Positive
3214,34,28,Staph,2024-02-04,2024-02-09,2024-02-24,<1
3215,69,33,Mold,2024-02-14,2024-03-10,2024-03-14,<1
3216,1,36,Listeria Mono,2024-02-02,2024-02-29,2024-03-05,Negative
3217,94,10,Ochratoxin,2024-03-16,2024-03-17,2024-03-17,<1
3218,76,69,E.Coli Count,2024-01-08,2024-02-14,2024-03-12,<1
3219,48,58,EO157,2024-02-06,2024-02-11,2024-02-26,Negative
3220,41,57,Salmonella,2024-01-23,2024-01-29,2024-03-08,Negative
3221,25,48,Listeria Mono,2024-02-07,2024-03-06,2024-03-08,Negative
3222,44,75,Salmonella,2024-01-27,2024-02-09,2024-03-04,Negative
3223,56,83,Mold,2024-01-19,2024-03-13,2024-03-17,<1
3224,29,52,Listeria Mono,2024-03-02,2024-03-10,2024-03-15,Negative
3225,30,33,Yeast,2024-01-25,2024-02-04,2024-02-26,<1
3226,54,79,Mold,2024-02-26,2024-03-06,2024-03-14,<1
3227,32,42,Staph,2024-01-06,2024-03-06,2024-03-12,<1
3228,52,65,Listeria Spp,2024-02-14,2024-03-14,2024-03-14,Negative
3229,95,56,Mold,2024-01-14,2024-02-16,2024-03-06,<1
3230,28,81,Listeria Spp,2024-02-08,2024-02-12,2024-02-20,Positive
3231,24,38,Aflatoxin,2024-03-05,2024-03-08,2024-03-11,<1
3232,26,36,Enterobateria,2024-03-11,2024-03-15,2024-03-15,<1
3233,22,80,Enterobateria,2024-01-30,2024-02-01,2024-03-07,<1
3234,7,14,Enterobateria,2024-03-02,2024-03-02,2024-03-11,8527
3235,81,13,Salmonella,2024-02-07,2024-02-19,2024-03-11,Negative
3236,42,42,Yeast,2024-01-31,2024-02-09,2024-03-12,<1
3237,69,48,Aerobic Place Count,2024-02-06,2024-02-13,2024-03-13,<1
3238,71,25,Listeria Mono,2024-02-24,2024-03-08,2024-03-13,Negative
3239,15,70,Enterobateria,2024-03-02,2024-03-12,2024-03-16,<1
3240,23,61,Staph,2024-03-05,2024-03-10,2024-03-12,<1
3241,4,91,Staph,2024-02-01,2024-02-01,2024-02-09,<1
3242,38,73,Ochratoxin,2024-02-23,2024-02-24,2024-02-28,<1
3243,91,95,Listeria Mono,2024-02-17,2024-03-06,2024-03-12,Negative
3244,28,44,Salmonella,2024-02-12,2024-02-23,2024-03-12,Negative
3245,13,79,Aerobic Place Count,2024-01-06,2024-03-07,2024-03-14,1402
3246,21,5,Total Coliform,2024-02-21,2024-03-02,2024-03-06,<1
3247,90,95,Yeast,2024-02-26,2024-02-27,2024-03-07,<1
3248,50,33,E.Coli Count,2024-02-27,2024-03-17,2024-03-17,8979
3249,71,23,Aerobic Place Count,2024-03-14,2024-03-14,2024-03-17,<1
3250,6,62,Yeast,2024-03-14,2024-03-14,2024-03-16,<1
3251,48,41,Yeast,2024-02-04,2024-02-10,2024-02-15,<1
3252,81,50,Mold,2024-02-09,2024-02-19,2024-02-29,<1
3253,48,10,Listeria Mono,2024-01-21,2024-01-26,2024-02-11,Negative
3254,18,34,Enterobateria,2024-01-24,2024-02-05,2024-02-22,<1
3255,47,37,E.Coli Count,2024-03-05,2024-03-06,2024-03-13,<1
3256,20,70,Salmonella,2024-02-09,2024-03-08,2024-03-11,Negative
3257,3,70,Yeast,2024-01-27,2024-03-16,2024-03-16,<1
3258,25,31,Aflatoxin,2024-03-03,2024-03-08,2024-03-17,<1
3259,3,84,Salmonella,2024-01-02,2024-02-10,2024-02-12,Negative
3260,79,38,Aerobic Place Count,2024-02-25,2024-03-09,2024-03-14,<1
3261,84,72,Listeria Spp,2024-01-31,2024-03-05,2024-03-17,Negative
3262,80,12,Yeast,2024-01-22,2024-01-31,2024-03-05,6364
3263,8,96,Staph,2024-01-17,2024-02-15,2024-03-09,<1
3264,72,73,Listeria Spp,2024-02-28,2024-03-11,2024-03-14,Negative
3265,25,48,Enterobateria,2024-02-05,2024-02-14,2024-02-16,2979
3266,7,35,E.Coli Count,2024-03-06,2024-03-15,2024-03-17,<1
3267,24,87,Listeria Mono,2024-03-08,2024-03-13,2024-03-16,Negative
3268,12,66,Aflatoxin,2024-01-05,2024-02-03,2024-02-13,<1
3269,55,53,Salmonella,2024-03-07,2024-03-16,2024-03-17,Negative
3270,30,64,Aflatoxin,2024-02-22,2024-02-27,2024-02-27,<1
3271,38,44,Aerobic Place Count,2024-03-16,2024-03-16,2024-03-17,<1
3272,14,54,Mold,2024-01-18,2024-02-12,2024-02-15,<1
3273,58,92,Salmonella,2024-03-09,2024-03-13,2024-03-16,Positive
3274,72,13,Mold,2024-02-11,2024-03-15,2024-03-16,<1
3275,60,56,Staph,2024-03-17,2024-03-17,2024-03-17,<1
3276,93,6,Total Coliform,2024-01-11,2024-03-15,2024-03-16,<1
3277,14,37,Salmonella,2024-01-22,2024-02-15,2024-02-27,Negative
3278,26,15,Ochratoxin,2024-02-06,2024-03-04,2024-03-17,8085
3279,72,24,Salmonella,2024-01-22,2024-03-06,2024-03-06,Negative
